observacion,valor
k-folds,"[0.5609756097560976, 0.4878048780487805, 0.6829268292682927, 0.5853658536585366, 0.5, 0.7619047619047619, 0.47619047619047616, 0.5714285714285714, 0.4878048780487805, 0.5853658536585366]"
mean,0.5699767711962834
