class,metric,value
0,presicion,0.8783783783783784
1,presicion,0.9778554778554779
macro avg,presicion,0.9281169281169281
weighted avg,presicion,0.9721313766006504
0,recall,0.6310679611650486
1,recall,0.994665085951393
macro avg,recall,0.8128665235582209
weighted avg,recall,0.9737430167597766
0,f1-score,0.7344632768361582
1,f1-score,0.9861886570672935
macro avg,f1-score,0.8603259669517258
weighted avg,f1-score,0.9717039005512002
