observacion,valor
k-folds,"[0.5853658536585366, 0.6585365853658537, 0.6585365853658537, 0.6585365853658537, 0.6428571428571429, 0.6666666666666666, 0.6428571428571429, 0.6666666666666666, 0.5609756097560976, 0.6097560975609756]"
mean,0.635075493612079
