observacion,valor
k-folds,"[0.975609756097561, 0.9024390243902439, 0.975609756097561, 0.9024390243902439, 0.9285714285714286, 0.9761904761904762, 0.8571428571428571, 0.9761904761904762, 0.926829268292683, 0.8536585365853658]"
mean,0.9274680603948896
