observacion,valor
k-folds,"[0.6829268292682927, 0.6585365853658537, 0.6341463414634146, 0.6097560975609756, 0.6904761904761905, 0.6190476190476191, 0.6190476190476191, 0.42857142857142855, 0.5853658536585366, 0.5121951219512195]"
mean,0.6040069686411149
