observacion,valor
k-folds,"[0.7560975609756098, 0.5609756097560976, 0.6341463414634146, 0.6341463414634146, 0.8333333333333334, 0.6904761904761905, 0.5952380952380952, 0.7619047619047619, 0.6341463414634146, 0.5609756097560976]"
mean,0.666144018583043
