class,metric,value
0,presicion,0.94
1,presicion,0.9946745562130177
macro avg,presicion,0.9673372781065088
weighted avg,presicion,0.9915284783974083
0,recall,0.912621359223301
1,recall,0.996443390634262
macro avg,recall,0.9545323749287815
weighted avg,recall,0.9916201117318436
0,f1-score,0.9261083743842364
1,f1-score,0.9955581877405981
macro avg,f1-score,0.9608332810624173
weighted avg,f1-score,0.9915619135642264
