solucion,valor
continua,"[0.5389740093166502, 1.0, 0.047548442233488204, 0.011406544534151004, 0.5283565519002117, 0.6303372430255257, 0.2921614311982356, 1.0, 0.49792217296457436, 0.12271891010337839, 0.693387417811568, 0.24091031368264293, 0.002545399253663746, 0.22961338117006483, 1.0, 1.0, 0.8762897154810768, 0.5084567792702342, 0.004426052497228124, 0.6726146041338593, 0.5885005597117158, 0.6943663584298592, 0.061121559330191734, 0.40152407197427187, 0.3321250248089145, 0.22149546265772865, 0.45638284557489667, 3.1453117837177274e-08, 0.5628095862792716, 0.0, 0.7333594077670673, 0.6743317426012488, 1.0, 0.27428060927578873, 0.2986546622478064, 0.8764464020886233, 0.06930082383096658, 0.22539457900922186, 0.11147978322460994, 0.44791162441133087, 0.35401805067993636, 0.15735501822856038, 0.0005911899241178116, 0.04748336407000905, 0.5125602068086985, 0.2885296474198327, 0.10473515749461244, 0.08522342878179169, 0.38441946847511144, 0.4133393451608311, 0.13752325873309953, 0.15909112366736275, 0.6274416243284107, 0.34547958827948433, 0.3170021707078933, 0.6902915141651612, 0.44794782670291067, 0.8571877619021078, 0.19885035768435558, 0.12999627764809327, 0.03361177764566517, 0.8407951116703001, 0.4316919836394946, 0.04632314504366177, 0.6881727956253649, 0.2445188027940944, 0.1847808915401152, 0.20330169310930926, 0.117919493536661, 0.48639156340194606, 0.8198496278881038, 0.8574652804833794, 0.1808539284031899, 0.527818937580667, 0.5649108995977511, 1.0]"
binaria,"[True, True, False, False, True, True, False, True, False, False, True, False, False, False, True, True, True, True, False, True, True, True, False, False, False, False, False, False, True, False, True, True, True, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, False, True, False, True, False, False, False, True, False, False, True, False, False, False, False, False, True, True, False, True, True, True]"
