class,metric,value
0,presicion,0.9797979797979798
1,presicion,0.9964518036664696
macro avg,presicion,0.9881248917322247
weighted avg,presicion,0.9954935110081151
0,recall,0.941747572815534
1,recall,0.998814463544754
macro avg,recall,0.970281018180144
weighted avg,recall,0.9955307262569832
0,f1-score,0.9603960396039604
1,f1-score,0.9976317347542925
macro avg,f1-score,0.9790138871791264
weighted avg,f1-score,0.9954891221283236
