observacion,valor
k-folds,"[0.9024390243902439, 0.8048780487804879, 0.8780487804878049, 0.7560975609756098, 0.9285714285714286, 0.8809523809523809, 0.8095238095238095, 0.9047619047619048, 0.7560975609756098, 0.7804878048780488]"
mean,0.8401858304297329
