observacion,valor
k-folds,"[0.9024390243902439, 0.8536585365853658, 0.8780487804878049, 0.8048780487804879, 0.9285714285714286, 0.8333333333333334, 0.8809523809523809, 0.9285714285714286, 0.8536585365853658, 0.7804878048780488]"
mean,0.8644599303135889
