class,metric,value
0,presicion,0.8823529411764706
1,presicion,0.9750290360046457
macro avg,presicion,0.9286909885905581
weighted avg,presicion,0.9696962774754266
0,recall,0.5825242718446602
1,recall,0.995257854179016
macro avg,recall,0.7888910630118381
weighted avg,recall,0.9715083798882681
0,f1-score,0.7017543859649122
1,f1-score,0.9850396010560282
macro avg,f1-score,0.8433969935104701
weighted avg,f1-score,0.9687388316960367
