observacion,valor
k-folds,"[0.5609756097560976, 0.6829268292682927, 0.7073170731707317, 0.6097560975609756, 0.6666666666666666, 0.5714285714285714, 0.6428571428571429, 0.6428571428571429, 0.5365853658536586, 0.5853658536585366]"
mean,0.6206736353077816
