observacion,valor
k-folds,"[0.6097560975609756, 0.6585365853658537, 0.7560975609756098, 0.4878048780487805, 0.5, 0.6904761904761905, 0.5, 0.6904761904761905, 0.5121951219512195, 0.6829268292682927]"
mean,0.6088269454123112
