class,metric,value
0,presicion,0.946236559139785
1,presicion,0.9911608721272834
macro avg,presicion,0.9686987156335343
weighted avg,presicion,0.9885758418268855
0,recall,0.8543689320388349
1,recall,0.997036158861885
macro avg,recall,0.92570254545036
weighted avg,recall,0.9888268156424581
0,f1-score,0.8979591836734694
1,f1-score,0.9940898345153665
macro avg,f1-score,0.9460245090944179
weighted avg,f1-score,0.9885582942713914
