observacion,valor
k-folds,"[0.926829268292683, 0.8048780487804879, 0.8536585365853658, 0.8536585365853658, 0.8571428571428571, 0.8571428571428571, 0.8333333333333334, 0.8095238095238095, 0.7317073170731707, 0.7804878048780488]"
mean,0.8308362369337979
