class,metric,value
0,presicion,0.9156626506024096
1,presicion,0.984182776801406
macro avg,presicion,0.9499227137019077
weighted avg,presicion,0.9802399985899554
0,recall,0.7378640776699029
1,recall,0.995850622406639
macro avg,recall,0.866857350038271
weighted avg,recall,0.9810055865921787
0,f1-score,0.8172043010752689
1,f1-score,0.9899823217442546
macro avg,f1-score,0.9035933114097617
weighted avg,f1-score,0.980040346253246
