observacion,valor
k-folds,"[0.7560975609756098, 0.7560975609756098, 0.7560975609756098, 0.7073170731707317, 0.8809523809523809, 0.7380952380952381, 0.7380952380952381, 0.7380952380952381, 0.7560975609756098, 0.6341463414634146]"
mean,0.746109175377468
