observacion,valor
k-folds,"[0.3902439024390244, 0.3902439024390244, 0.4634146341463415, 0.36585365853658536, 0.38095238095238093, 0.5714285714285714, 0.40476190476190477, 0.30952380952380953, 0.2926829268292683, 0.5853658536585366]"
mean,0.4154471544715447
