solucion,valor
continua,"[0.41744641415559564, 0.06209072977387608, 0.07081534956340342, 0.045955146395128176, 0.021245822610648644, 0.5496477809933137, 0.029652541359055568, 0.6789063986631046, 0.05529411603708873, 0.08458910072607347, 0.03961126783181664, 0.12897676243651138, 0.4118349878687586, 0.0832577997497493, 0.2718021096521079, 0.01681465261389398, 0.11043733248911668, 0.4440544723262634, 0.2373821490314413, 0.07792442052700242, 0.21909419632702976, 0.0015035484560891475, 0.12180333411388455, 0.8793394822574644, 0.4358949770267002, 0.20840391052635743, 0.11414079137396894, 0.06831958593152078, 0.8584359196438744, 0.2678167578998452, 0.273652678924795, 0.33763021172300817, 0.019356314012306978, 0.5652520011043497, 0.27748523815314535, 0.30479750616506646, 0.38730535621354417, 0.13070192756604807, 0.1687871130571571, 0.139377628346841, 0.11884505379867338, 0.26703751915078433, 0.6124558517253867, 0.7222982288467338, 0.8711327828801422, 0.2604111199402158, 0.08250139177040168, 0.4311544676027231, 0.05997747171194692, 0.23774084919390406, 0.2048341772750921, 0.053837874955171096, 0.16133483478900232, 0.47167789550594225, 0.780401298029228, 0.0459041834545047, 0.26878306401769186, 0.06714613526171048, 0.08160181287677097, 0.4026662264362062, 0.3704451440138279, 0.8315437259167298, 0.11776959177445682, 0.21795861982159678, 0.08010800381451723, 0.013181655777062947, 0.09508143602497506, 0.28344531160382413, 0.18864750014698758, 0.07436900835598177, 0.9109031440101457, 0.1371693042053538, 0.07309121463371031, 0.01892357332714843, 0.012581768727372095, 0.4195549295991308]"
binaria,"[False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, False, True, False, False, False, False, True, False, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, True, False, False, False, False, False]"
