class,metric,value
0,presicion,0.9693877551020408
1,presicion,0.9952718676122931
macro avg,presicion,0.982329811357167
weighted avg,presicion,0.9937824466130998
0,recall,0.9223300970873787
1,recall,0.998221695317131
macro avg,recall,0.9602758962022548
weighted avg,recall,0.993854748603352
0,f1-score,0.945273631840796
1,f1-score,0.9967445989937851
macro avg,f1-score,0.9710091154172906
weighted avg,f1-score,0.9937828617777192
