class,metric,value
0,presicion,0.8857142857142857
1,presicion,0.9761627906976744
macro avg,presicion,0.93093853820598
weighted avg,presicion,0.9709582119193007
0,recall,0.6019417475728155
1,recall,0.995257854179016
macro avg,recall,0.7985998008759158
weighted avg,recall,0.9726256983240223
0,f1-score,0.7167630057803468
1,f1-score,0.9856178456119753
macro avg,f1-score,0.8511904256961611
weighted avg,f1-score,0.9701474274540659
