observacion,valor
k-folds,"[0.5121951219512195, 0.6341463414634146, 0.6341463414634146, 0.5609756097560976, 0.5714285714285714, 0.5714285714285714, 0.5238095238095238, 0.5476190476190477, 0.4878048780487805, 0.4634146341463415]"
mean,0.5506968641114983
