observacion,valor
k-folds,"[0.9512195121951219, 0.8780487804878049, 0.8536585365853658, 0.7560975609756098, 0.8095238095238095, 0.8571428571428571, 0.7857142857142857, 0.8333333333333334, 0.6585365853658537, 0.6829268292682927]"
mean,0.8066202090592334
