class,metric,value
0,presicion,0.9438202247191011
1,presicion,0.9888300999412111
macro avg,presicion,0.9663251623301561
weighted avg,presicion,0.986240146227313
0,recall,0.8155339805825242
1,recall,0.997036158861885
macro avg,recall,0.9062850697222047
weighted avg,recall,0.9865921787709497
0,f1-score,0.875
1,f1-score,0.9929161747343566
macro avg,f1-score,0.9339580873671782
weighted avg,f1-score,0.9861310540652847
