mh,clasificador,metric,value
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.9905826957033548
GWO,KNN,recall,0.997628927089508
GWO,KNN,f1-score,0.9940933254577672
GWO,KNN,presicion,0.967270601987142
GWO,KNN,recall,0.981031416716064
GWO,KNN,f1-score,0.974102413184226
GWO,KNN,presicion,0.9923484402589758
GWO,KNN,recall,0.999407231772377
GWO,KNN,f1-score,0.9958653278204372
GWO,KNN,presicion,0.9910873440285204
GWO,KNN,recall,0.988737403675163
GWO,KNN,f1-score,0.9899109792284868
GWO,KNN,presicion,0.9758823529411764
GWO,KNN,recall,0.983402489626556
GWO,KNN,f1-score,0.9796279893711248
GWO,KNN,presicion,0.993510324483776
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9958604376108812
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.9934988179669032
GWO,KNN,recall,0.996443390634262
GWO,KNN,f1-score,0.994968925717668
GWO,KNN,presicion,0.9923394225103124
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9952718676122932
GWO,KNN,presicion,0.98989898989899
GWO,KNN,recall,0.9875518672199172
GWO,KNN,f1-score,0.9887240356083086
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.9870435806831568
GWO,KNN,recall,0.993479549496147
GWO,KNN,f1-score,0.990251107828656
GWO,KNN,presicion,0.992330383480826
GWO,KNN,recall,0.997036158861885
GWO,KNN,f1-score,0.9946777054997044
GWO,KNN,presicion,0.9929245283018868
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9955660656222288
GWO,KNN,presicion,0.991166077738516
GWO,KNN,recall,0.997628927089508
GWO,KNN,f1-score,0.9943870014771048
GWO,KNN,presicion,0.9935064935064936
GWO,KNN,recall,0.997628927089508
GWO,KNN,f1-score,0.9955634427684116
GWO,KNN,presicion,0.9929328621908128
GWO,KNN,recall,0.999407231772377
GWO,KNN,f1-score,0.9961595273264402
GWO,KNN,presicion,0.9922572960095296
GWO,KNN,recall,0.9875518672199172
GWO,KNN,f1-score,0.98989898989899
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.993452380952381
GWO,KNN,recall,0.989330171902786
GWO,KNN,f1-score,0.9913869913869914
GWO,KNN,presicion,0.991661703394878
GWO,KNN,recall,0.986959098992294
GWO,KNN,f1-score,0.9893048128342246
GWO,KNN,presicion,0.993510324483776
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9958604376108812
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.9940828402366864
GWO,KNN,recall,0.995850622406639
GWO,KNN,f1-score,0.9949659461060112
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,KNN,presicion,0.9741176470588236
GWO,KNN,recall,0.981624184943687
GWO,KNN,f1-score,0.9778565101860052
GWO,KNN,presicion,0.991166077738516
GWO,KNN,recall,0.997628927089508
GWO,KNN,f1-score,0.9943870014771048
GWO,KNN,presicion,0.9910979228486648
GWO,KNN,recall,0.989922940130409
GWO,KNN,f1-score,0.9905100830367736
GWO,KNN,presicion,0.9946839929119904
GWO,KNN,recall,0.998221695317131
GWO,KNN,f1-score,0.9964497041420118
GWO,LightGBM,presicion,0.9958530805687204
GWO,LightGBM,recall,0.996443390634262
GWO,LightGBM,f1-score,0.996148148148148
GWO,LightGBM,presicion,0.9964497041420118
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.9973349126443588
GWO,LightGBM,presicion,0.9964454976303316
GWO,LightGBM,recall,0.997036158861885
GWO,LightGBM,f1-score,0.9967407407407408
GWO,LightGBM,presicion,0.9952746603662138
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9970414201183432
GWO,LightGBM,presicion,0.9964497041420118
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.9973349126443588
GWO,LightGBM,presicion,0.9946808510638298
GWO,LightGBM,recall,0.997628927089508
GWO,LightGBM,f1-score,0.996152707901746
GWO,LightGBM,presicion,0.9958628841607564
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9973364900858244
GWO,LightGBM,presicion,0.9958628841607564
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9973364900858244
GWO,LightGBM,presicion,0.9952746603662138
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9970414201183432
GWO,LightGBM,presicion,0.9964454976303316
GWO,LightGBM,recall,0.997036158861885
GWO,LightGBM,f1-score,0.9967407407407408
GWO,LightGBM,presicion,0.9964476021314388
GWO,LightGBM,recall,0.997628927089508
GWO,LightGBM,f1-score,0.9970379146919433
GWO,LightGBM,presicion,0.9976331360946744
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.9985193959135328
GWO,LightGBM,presicion,0.9952746603662138
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9970414201183432
GWO,LightGBM,presicion,0.9958653278204372
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.9976331360946744
GWO,LightGBM,presicion,0.9964518036664696
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9976317347542925
GWO,LightGBM,presicion,0.9946902654867256
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.997043169722058
GWO,LightGBM,presicion,0.9958604376108812
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.9970396684428656
GWO,LightGBM,presicion,0.9970396684428656
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.9976303317535544
GWO,LightGBM,presicion,0.9946871310507674
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.9967465246968352
GWO,LightGBM,presicion,0.99645390070922
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.9979283811778632
GWO,LightGBM,presicion,0.9958604376108812
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.9970396684428656
GWO,LightGBM,presicion,0.9970379146919433
GWO,LightGBM,recall,0.997628927089508
GWO,LightGBM,f1-score,0.9973333333333332
GWO,LightGBM,presicion,0.9952662721893492
GWO,LightGBM,recall,0.997036158861885
GWO,LightGBM,f1-score,0.996150429375185
GWO,LightGBM,presicion,0.9946902654867256
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.997043169722058
GWO,LightGBM,presicion,0.997628927089508
GWO,LightGBM,recall,0.997628927089508
GWO,LightGBM,f1-score,0.997628927089508
GWO,LightGBM,presicion,0.9970396684428656
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.9976303317535544
GWO,LightGBM,presicion,0.9976303317535544
GWO,LightGBM,recall,0.998221695317131
GWO,LightGBM,f1-score,0.997925925925926
GWO,LightGBM,presicion,0.9958653278204372
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.9976331360946744
GWO,LightGBM,presicion,0.9958653278204372
GWO,LightGBM,recall,0.999407231772377
GWO,LightGBM,f1-score,0.9976331360946744
GWO,LightGBM,presicion,0.9976317347542925
GWO,LightGBM,recall,0.998814463544754
GWO,LightGBM,f1-score,0.998222748815166
GWO,LightGBM,presicion,0.9976275207591934
GWO,LightGBM,recall,0.997036158861885
GWO,LightGBM,f1-score,0.997331752149422
GWO,RandomForest,presicion,0.995855535820012
GWO,RandomForest,recall,0.997036158861885
GWO,RandomForest,f1-score,0.9964454976303316
GWO,RandomForest,presicion,0.9952718676122932
GWO,RandomForest,recall,0.998221695317131
GWO,RandomForest,f1-score,0.9967445989937852
GWO,RandomForest,presicion,0.9970344009489917
GWO,RandomForest,recall,0.996443390634262
GWO,RandomForest,f1-score,0.9967388081826268
