mh,clasificador,metric,value
WOA,KNN,f1-score,0.4942528735632184
WOA,KNN,presicion,0.6097560975609756
WOA,KNN,recall,0.4854368932038835
WOA,KNN,f1-score,0.5405405405405406
WOA,LightGBM,presicion,0.98989898989899
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9702970297029704
WOA,LightGBM,presicion,0.9411764705882352
WOA,LightGBM,recall,0.9320388349514565
WOA,LightGBM,f1-score,0.9365853658536586
WOA,LightGBM,presicion,0.98989898989899
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9702970297029704
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9223300970873788
WOA,LightGBM,f1-score,0.9595959595959596
WOA,LightGBM,presicion,0.979591836734694
WOA,LightGBM,recall,0.9320388349514565
WOA,LightGBM,f1-score,0.9552238805970148
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9751243781094528
WOA,LightGBM,presicion,0.99
WOA,LightGBM,recall,0.9611650485436892
WOA,LightGBM,f1-score,0.9753694581280788
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9751243781094528
WOA,LightGBM,presicion,0.99
WOA,LightGBM,recall,0.9611650485436892
WOA,LightGBM,f1-score,0.9753694581280788
WOA,LightGBM,presicion,0.9895833333333334
WOA,LightGBM,recall,0.9223300970873788
WOA,LightGBM,f1-score,0.9547738693467336
WOA,LightGBM,presicion,0.9894736842105264
WOA,LightGBM,recall,0.912621359223301
WOA,LightGBM,f1-score,0.9494949494949496
WOA,LightGBM,presicion,0.9693877551020408
WOA,LightGBM,recall,0.9223300970873788
WOA,LightGBM,f1-score,0.945273631840796
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9320388349514565
WOA,LightGBM,f1-score,0.964824120603015
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.941747572815534
WOA,LightGBM,f1-score,0.97
WOA,LightGBM,presicion,0.9801980198019802
WOA,LightGBM,recall,0.9611650485436892
WOA,LightGBM,f1-score,0.9705882352941176
WOA,LightGBM,presicion,0.9595959595959596
WOA,LightGBM,recall,0.9223300970873788
WOA,LightGBM,f1-score,0.9405940594059404
WOA,LightGBM,presicion,0.9523809523809524
WOA,LightGBM,recall,0.970873786407767
WOA,LightGBM,f1-score,0.9615384615384616
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9223300970873788
WOA,LightGBM,f1-score,0.9595959595959596
WOA,LightGBM,presicion,0.98
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9655172413793104
WOA,LightGBM,presicion,0.9801980198019802
WOA,LightGBM,recall,0.9611650485436892
WOA,LightGBM,f1-score,0.9705882352941176
WOA,LightGBM,presicion,0.97
WOA,LightGBM,recall,0.941747572815534
WOA,LightGBM,f1-score,0.955665024630542
WOA,LightGBM,presicion,0.9897959183673468
WOA,LightGBM,recall,0.941747572815534
WOA,LightGBM,f1-score,0.965174129353234
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9320388349514565
WOA,LightGBM,f1-score,0.964824120603015
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9751243781094528
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.941747572815534
WOA,LightGBM,f1-score,0.97
WOA,LightGBM,presicion,0.9696969696969696
WOA,LightGBM,recall,0.9320388349514565
WOA,LightGBM,f1-score,0.9504950495049505
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9751243781094528
WOA,LightGBM,presicion,0.9897959183673468
WOA,LightGBM,recall,0.941747572815534
WOA,LightGBM,f1-score,0.965174129353234
WOA,LightGBM,presicion,0.99
WOA,LightGBM,recall,0.9611650485436892
WOA,LightGBM,f1-score,0.9753694581280788
WOA,LightGBM,presicion,1.0
WOA,LightGBM,recall,0.9514563106796116
WOA,LightGBM,f1-score,0.9751243781094528
WOA,LightGBM,presicion,0.9801980198019802
WOA,LightGBM,recall,0.9611650485436892
WOA,LightGBM,f1-score,0.9705882352941176
WOA,RandomForest,presicion,0.935064935064935
WOA,RandomForest,recall,0.6990291262135923
WOA,RandomForest,f1-score,0.8
WOA,RandomForest,presicion,0.8214285714285714
WOA,RandomForest,recall,0.8932038834951457
WOA,RandomForest,f1-score,0.8558139534883721
WOA,RandomForest,presicion,0.8141592920353983
WOA,RandomForest,recall,0.8932038834951457
WOA,RandomForest,f1-score,0.8518518518518519
WOA,RandomForest,presicion,0.7981651376146789
WOA,RandomForest,recall,0.8446601941747572
WOA,RandomForest,f1-score,0.8207547169811321
WOA,RandomForest,presicion,0.9382716049382716
WOA,RandomForest,recall,0.7378640776699029
WOA,RandomForest,f1-score,0.8260869565217391
WOA,RandomForest,presicion,0.9306930693069309
WOA,RandomForest,recall,0.912621359223301
WOA,RandomForest,f1-score,0.9215686274509804
WOA,RandomForest,presicion,0.9178082191780822
WOA,RandomForest,recall,0.6504854368932039
WOA,RandomForest,f1-score,0.7613636363636364
WOA,RandomForest,presicion,0.8148148148148148
WOA,RandomForest,recall,0.6407766990291263
WOA,RandomForest,f1-score,0.717391304347826
WOA,RandomForest,presicion,0.9850746268656716
WOA,RandomForest,recall,0.6407766990291263
WOA,RandomForest,f1-score,0.7764705882352941
WOA,RandomForest,presicion,0.9054054054054054
WOA,RandomForest,recall,0.6504854368932039
WOA,RandomForest,f1-score,0.7570621468926554
WOA,RandomForest,presicion,0.9016393442622952
WOA,RandomForest,recall,0.5339805825242718
WOA,RandomForest,f1-score,0.6707317073170732
WOA,RandomForest,presicion,0.8857142857142857
WOA,RandomForest,recall,0.6019417475728155
WOA,RandomForest,f1-score,0.7167630057803468
WOA,RandomForest,presicion,0.9130434782608696
WOA,RandomForest,recall,0.6116504854368932
WOA,RandomForest,f1-score,0.7325581395348837
WOA,RandomForest,presicion,0.9076923076923076
WOA,RandomForest,recall,0.5728155339805825
WOA,RandomForest,f1-score,0.7023809523809523
WOA,RandomForest,presicion,0.9402985074626866
WOA,RandomForest,recall,0.6116504854368932
WOA,RandomForest,f1-score,0.7411764705882353
WOA,RandomForest,presicion,0.948051948051948
WOA,RandomForest,recall,0.7087378640776699
WOA,RandomForest,f1-score,0.8111111111111111
WOA,RandomForest,presicion,0.9452054794520548
WOA,RandomForest,recall,0.6699029126213593
WOA,RandomForest,f1-score,0.7840909090909091
WOA,RandomForest,presicion,0.946236559139785
WOA,RandomForest,recall,0.8543689320388349
WOA,RandomForest,f1-score,0.8979591836734694
WOA,RandomForest,presicion,0.8846153846153846
WOA,RandomForest,recall,0.6699029126213593
WOA,RandomForest,f1-score,0.7624309392265194
WOA,RandomForest,presicion,0.8939393939393939
WOA,RandomForest,recall,0.5728155339805825
WOA,RandomForest,f1-score,0.6982248520710059
WOA,RandomForest,presicion,0.9
WOA,RandomForest,recall,0.6116504854368932
WOA,RandomForest,f1-score,0.7283236994219653
WOA,RandomForest,presicion,0.8372093023255814
WOA,RandomForest,recall,0.6990291262135923
WOA,RandomForest,f1-score,0.7619047619047619
WOA,RandomForest,presicion,0.927536231884058
WOA,RandomForest,recall,0.6213592233009708
WOA,RandomForest,f1-score,0.7441860465116279
WOA,RandomForest,presicion,0.9178082191780822
WOA,RandomForest,recall,0.6504854368932039
WOA,RandomForest,f1-score,0.7613636363636364
WOA,RandomForest,presicion,0.8017241379310345
WOA,RandomForest,recall,0.9029126213592232
WOA,RandomForest,f1-score,0.8493150684931506
WOA,RandomForest,presicion,0.9090909090909092
WOA,RandomForest,recall,0.5825242718446602
WOA,RandomForest,f1-score,0.7100591715976331
WOA,RandomForest,presicion,0.935064935064935
WOA,RandomForest,recall,0.6990291262135923
WOA,RandomForest,f1-score,0.8
WOA,RandomForest,presicion,0.9253731343283582
WOA,RandomForest,recall,0.6019417475728155
WOA,RandomForest,f1-score,0.7294117647058823
WOA,RandomForest,presicion,0.902439024390244
WOA,RandomForest,recall,0.7184466019417476
WOA,RandomForest,f1-score,0.8
WOA,RandomForest,presicion,0.826530612244898
WOA,RandomForest,recall,0.7864077669902912
WOA,RandomForest,f1-score,0.8059701492537313
WOA,RandomForest,presicion,0.86
WOA,RandomForest,recall,0.8349514563106796
WOA,RandomForest,f1-score,0.8472906403940886
