observacion,valor
k-folds,"[0.926829268292683, 0.8536585365853658, 0.8292682926829268, 0.7804878048780488, 0.9047619047619048, 0.9047619047619048, 0.8333333333333334, 0.8333333333333334, 0.8048780487804879, 0.7560975609756098]"
mean,0.8427409988385598
