observacion,valor
k-folds,"[0.7560975609756098, 0.8292682926829268, 0.8780487804878049, 0.8048780487804879, 0.8571428571428571, 0.9047619047619048, 0.8571428571428571, 0.9047619047619048, 0.7560975609756098, 0.7073170731707317]"
mean,0.8255516840882695
