metric,value
Accuracy,0.9787709497206704
Precision,0.9904818560380726
Recall,0.9869590989922941
F1 Score,0.9887173396674585
Cohen's Kappa,0.8094816623999372
Matthews CorrCoef,0.8098481681277183
