class,metric,value
0,presicion,0.9583333333333334
1,presicion,0.9935064935064936
macro avg,presicion,0.9759199134199135
weighted avg,presicion,0.9914825630607754
0,recall,0.8932038834951457
1,recall,0.997628927089508
macro avg,recall,0.9454164052923268
weighted avg,recall,0.9916201117318436
0,f1-score,0.9246231155778895
1,f1-score,0.9955634427684117
macro avg,f1-score,0.9600932791731506
weighted avg,f1-score,0.9914814015948789
