observacion,valor
k-folds,"[0.926829268292683, 0.8536585365853658, 0.926829268292683, 0.926829268292683, 0.9761904761904762, 0.9523809523809523, 0.9285714285714286, 0.9761904761904762, 0.8536585365853658, 0.8780487804878049]"
mean,0.9199186991869919
