class,metric,value
0,presicion,0.9897959183673469
1,presicion,0.9964539007092199
macro avg,presicion,0.9931249095382835
weighted avg,presicion,0.9960707877588216
0,recall,0.941747572815534
1,recall,0.999407231772377
macro avg,recall,0.9705774022939555
weighted avg,recall,0.9960893854748604
0,f1-score,0.9651741293532339
1,f1-score,0.9979283811778633
macro avg,f1-score,0.9815512552655485
weighted avg,f1-score,0.9960436393130943
