observacion,valor
k-folds,"[1.0, 0.8536585365853658, 0.8780487804878049, 0.7804878048780488, 0.9523809523809523, 0.8571428571428571, 0.9047619047619048, 0.9285714285714286, 0.8292682926829268, 0.7317073170731707]"
mean,0.871602787456446
