class,metric,value
0,presicion,0.9680851063829787
1,presicion,0.9929245283018868
macro avg,presicion,0.9805048173424328
weighted avg,presicion,0.991495220783648
0,recall,0.883495145631068
1,recall,0.998221695317131
macro avg,recall,0.9408584204740995
weighted avg,recall,0.9916201117318436
0,f1-score,0.9238578680203046
1,f1-score,0.9955660656222288
macro avg,f1-score,0.9597119668212667
weighted avg,f1-score,0.9914398397266991
