metric,value
Accuracy,0.9513966480446927
Precision,0.9634994206257242
Recall,0.9857735625370481
F1 Score,0.9745092294169353
Cohen's Kappa,0.4550054943901227
Matthews CorrCoef,0.4692240553468612
