metric,fold,avg
mcc,"[0.6924468614447844, 0.7619623566748625, 0.823217179461059, 0.6878314420444432, 0.7740364832097066, 0.7587692165421391, 0.7471878192247173, 0.8129306032765531, 0.6924218075524138, 0.7299121677250299]",0.7480715937155709
f1,"[0.9830007390983001, 0.9866863905325444, 0.9896142433234422, 0.9814402375649591, 0.9874353288987435, 0.9851190476190477, 0.9859571322985957, 0.9896602658788775, 0.9829755736491488, 0.985207100591716]",0.9857096059455375
accuracy,"[0.9678770949720671, 0.9748603351955307, 0.9804469273743017, 0.9650837988826816, 0.9762569832402235, 0.9720670391061452, 0.973463687150838, 0.9804469273743017, 0.9678321678321679, 0.972027972027972]",0.9730362933156229
precision,"[0.9808259587020649, 0.9852289512555391, 0.9910846953937593, 0.9836309523809523, 0.9837997054491899, 0.9880597014925373, 0.9823269513991163, 0.9852941176470589, 0.9807976366322009, 0.9823008849557522]",0.9843349555308171
recall,"[0.9851851851851852, 0.9881481481481481, 0.9881481481481481, 0.9792592592592593, 0.9910979228486647, 0.9821958456973294, 0.9896142433234422, 0.9940652818991098, 0.9851632047477745, 0.9881305637982196]",0.9871007803055282
