metric,fold,avg
mcc,"[0.9337733933620472, 0.9059562579350909, 0.9741282746160795, 0.8785746375762994, 0.9218671438155017, 0.9617105505522753, 0.9483797110942573, 0.9872913795215683, 0.9059493598897885, 0.8776829175647232]",0.9295313625927631
f1,"[0.9963045084996305, 0.9948415622697127, 0.9985185185185185, 0.9933579335793358, 0.9955621301775148, 0.9977761304670126, 0.9970414201183432, 0.9992587101556709, 0.9948339483394834, 0.9933579335793358]",0.9960852795704559
accuracy,"[0.9930167597765364, 0.9902234636871509, 0.9972067039106145, 0.9874301675977654, 0.9916201117318436, 0.9958100558659218, 0.994413407821229, 0.9986033519553073, 0.9902097902097902, 0.9874125874125874]",0.9925946399968746
precision,"[0.9941002949852508, 0.9897360703812317, 0.9985185185185185, 0.9897058823529412, 0.9926253687315634, 0.997037037037037, 0.9941002949852508, 0.9985185185185185, 0.9897209985315712, 0.9882525697503671]",0.993231555379225
recall,"[0.9985185185185185, 1.0, 0.9985185185185185, 0.997037037037037, 0.9985163204747775, 0.9985163204747775, 1.0, 1.0, 1.0, 0.9985163204747775]",0.9989623035498407
