metric,fold,avg
mcc,"[0.056707021386331026, 0.049719280873837486, 0.052429486368091034, 0.05367954650467337, 0.0412149814163847, 0.054870802893597956, 0.053993519238289524, 0.054870802893597956, 0.056790846656476955, 0.049792350402406746]",0.052406863863368666
f1,"[0.10126582278481013, 0.07965860597439545, 0.08781869688385269, 0.16304347826086957, 0.05483405483405483, 0.09335219236209336, 0.0906515580736544, 0.09335219236209336, 0.10140845070422536, 0.07977207977207977]",0.0945157132012129
accuracy,"[0.10754189944134078, 0.09636871508379888, 0.1005586592178771, 0.13966480446927373, 0.08519553072625698, 0.10474860335195531, 0.10335195530726257, 0.10474860335195531, 0.1076923076923077, 0.0965034965034965]",0.10463745751455249
precision,"[1.0, 1.0, 1.0, 0.9836065573770492, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9983606557377049
recall,"[0.05333333333333334, 0.04148148148148148, 0.045925925925925926, 0.08888888888888889, 0.028189910979228485, 0.04896142433234421, 0.04747774480712166, 0.04896142433234421, 0.05341246290801187, 0.04154302670623145]",0.049817562369491156
