metric,fold,avg
mcc,"[0.5382788100843587, 0.6685025800331148, 0.6625339389598828, 0.6388187432409482, 0.7487363866570903, 0.7061820707220449, 0.7161637434661738, 0.7140756289630495, 0.530531334199657, 0.594802751338382]",0.6518625987664702
f1,"[0.9764705882352941, 0.9831006612784717, 0.9823269513991163, 0.9800443458980045, 0.986764705882353, 0.9845474613686535, 0.9853157121879589, 0.9853372434017595, 0.9772560528246516, 0.9801907556859868]",0.9821354478162251
accuracy,"[0.9553072625698324, 0.9678770949720671, 0.9664804469273743, 0.9622905027932961, 0.9748603351955307, 0.9706703910614525, 0.9720670391061452, 0.9720670391061452, 0.9566433566433566, 0.9622377622377623]",0.9660501230612963
precision,"[0.9693430656934306, 0.9752186588921283, 0.9765739385065886, 0.9778761061946902, 0.978134110787172, 0.9766423357664233, 0.9752906976744186, 0.9739130434782609, 0.9666182873730044, 0.969521044992743]",0.9739131289358859
recall,"[0.9837037037037037, 0.9911111111111112, 0.9881481481481481, 0.9822222222222222, 0.9955489614243324, 0.9925816023738873, 0.9955489614243324, 0.9970326409495549, 0.9881305637982196, 0.9910979228486647]",0.9905125838004176
