metric,fold,avg
mcc,"[0.8037825433260434, 0.8641012238685826, 0.8823037777750311, 0.8338064057058103, 0.9082798031346534, 0.8849680636443963, 0.842329441979235, 0.8129306032765531, 0.8211500329145923, 0.8083304646203288]",0.8461982360245226
f1,"[0.9888971132494448, 0.9926253687315634, 0.993338267949667, 0.9903632320237212, 0.9948263118994827, 0.9933283914010378, 0.9911242603550295, 0.9896602658788775, 0.9904059040590406, 0.9896602658788775]",0.9914229381426741
accuracy,"[0.979050279329609, 0.9860335195530726, 0.9874301675977654, 0.9818435754189944, 0.9902234636871509, 0.9874301675977654, 0.9832402234636871, 0.9804469273743017, 0.9818181818181818, 0.9804195804195804]",0.983793608626011
precision,"[0.9881656804733728, 0.9882525697503671, 0.992603550295858, 0.9910979228486647, 0.9911634756995582, 0.9925925925925926, 0.9882005899705014, 0.9852941176470589, 0.9853157121879589, 0.9852941176470589]",0.9887980329112992
recall,"[0.9896296296296296, 0.997037037037037, 0.9940740740740741, 0.9896296296296296, 0.9985163204747775, 0.9940652818991098, 0.9940652818991098, 0.9940652818991098, 0.9955489614243324, 0.9940652818991098]",0.9940696779865918
