observacion,valor
k-folds,"[0.926829268292683, 0.8048780487804879, 0.975609756097561, 0.8536585365853658, 0.8809523809523809, 0.9285714285714286, 0.8809523809523809, 0.9761904761904762, 0.8536585365853658, 0.8536585365853658]"
mean,0.8934959349593496
