observacion,valor
k-folds,"[0.8536585365853658, 0.8780487804878049, 0.8536585365853658, 0.8292682926829268, 0.9047619047619048, 0.8571428571428571, 0.7619047619047619, 0.8809523809523809, 0.6829268292682927, 0.8048780487804879]"
mean,0.8307200929152149
