observacion,valor
k-folds,"[0.6097560975609756, 0.5121951219512195, 0.6341463414634146, 0.5609756097560976, 0.5, 0.47619047619047616, 0.5476190476190477, 0.5952380952380952, 0.4634146341463415, 0.5609756097560976]"
mean,0.5460511033681767
