observacion,valor
k-folds,"[0.9512195121951219, 0.8292682926829268, 0.926829268292683, 0.9024390243902439, 0.9285714285714286, 0.9285714285714286, 0.8809523809523809, 0.9285714285714286, 0.8292682926829268, 0.8048780487804879]"
mean,0.8910569105691056
