class,metric,value
0,presicion,0.95
1,presicion,0.9952662721893492
macro avg,presicion,0.9726331360946745
weighted avg,presicion,0.9926615649069452
0,recall,0.9223300970873787
1,recall,0.997036158861885
macro avg,recall,0.9596831279746318
weighted avg,recall,0.9927374301675977
0,f1-score,0.9359605911330049
1,f1-score,0.996150429375185
macro avg,f1-score,0.966055510254095
weighted avg,f1-score,0.9926869917556629
