observacion,valor
k-folds,"[0.975609756097561, 0.975609756097561, 0.926829268292683, 1.0, 0.9761904761904762, 0.9285714285714286, 0.9523809523809523, 0.9761904761904762, 0.9512195121951219, 0.8536585365853658]"
mean,0.9516260162601625
