class,metric,value
0,presicion,0.9807692307692307
1,presicion,0.9994068801897983
macro avg,presicion,0.9900880554795145
weighted avg,presicion,0.998334434441017
0,recall,0.9902912621359223
1,recall,0.998814463544754
macro avg,recall,0.9945528628403382
weighted avg,recall,0.9983240223463687
0,f1-score,0.9855072463768116
1,f1-score,0.9991105840498073
macro avg,f1-score,0.9923089152133096
weighted avg,f1-score,0.9983278221613612
