class,metric,value
0,presicion,0.9302325581395349
1,presicion,0.9865023474178404
macro avg,presicion,0.9583674527786876
weighted avg,presicion,0.9832644768616027
0,recall,0.7766990291262136
1,recall,0.996443390634262
macro avg,recall,0.8865712098802379
weighted avg,recall,0.9837988826815642
0,f1-score,0.8465608465608465
1,f1-score,0.9914479504570923
macro avg,f1-score,0.9190043985089694
weighted avg,f1-score,0.9831108712943475
