class,metric,value
0,presicion,0.8017241379310345
1,presicion,0.994026284348865
macro avg,presicion,0.8978752111399497
weighted avg,presicion,0.9829608535773361
0,recall,0.9029126213592233
1,recall,0.9863663307646711
macro avg,recall,0.9446394760619472
weighted avg,recall,0.9815642458100559
0,f1-score,0.8493150684931506
1,f1-score,0.9901814936030943
macro avg,f1-score,0.9197482810481225
weighted avg,f1-score,0.9820757719347568
