observacion,valor
k-folds,"[0.9512195121951219, 0.8536585365853658, 0.8536585365853658, 0.8536585365853658, 0.9285714285714286, 0.9523809523809523, 0.9047619047619048, 0.9285714285714286, 0.7804878048780488, 0.7804878048780488]"
mean,0.8787456445993032
