observacion,valor
k-folds,"[0.5609756097560976, 0.6585365853658537, 0.7073170731707317, 0.6829268292682927, 0.7857142857142857, 0.7142857142857143, 0.5952380952380952, 0.6904761904761905, 0.5853658536585366, 0.6097560975609756]"
mean,0.6590592334494774
