class,metric,value
0,presicion,0.6911764705882353
1,presicion,0.967479674796748
macro avg,presicion,0.8293280726924916
weighted avg,presicion,0.9515806636048616
0,recall,0.4563106796116505
1,recall,0.9875518672199171
macro avg,recall,0.7219312734157838
weighted avg,recall,0.9569832402234637
0,f1-score,0.5497076023391813
1,f1-score,0.9774127310061602
macro avg,f1-score,0.7635601666726708
weighted avg,f1-score,0.9528017655018592
