observacion,valor
k-folds,"[0.4878048780487805, 0.4634146341463415, 0.6097560975609756, 0.5609756097560976, 0.47619047619047616, 0.5238095238095238, 0.4523809523809524, 0.47619047619047616, 0.43902439024390244, 0.5365853658536586]"
mean,0.5026132404181185
