solucion,valor
continua,"[0.10610502819355362, 0.3036104281061943, 0.9457083998822419, 0.42969035038147807, 0.06986077269232764, 0.5000812367426624, 0.9538090472635998, 0.8878979054036081, 0.309518342930417, 0.11474754871568191, 0.21577999657034672, 0.24672087227988318, 0.11015875732492238, 0.04013751990146304, 0.40753404806694377, 0.42629547380549376, 0.6380989580533449, 0.3956787573594343, 0.2256126949372048, 0.662009931077381, 0.5879827618308747, 0.18741749335998237, 0.44267629919311197, 0.44104802113699265, 0.7391714526282873, 0.6420435124944034, 0.27839549759085086, 0.6727118283118534, 0.018132084852510454, 0.10847764414457363, 0.3788524671113139, 0.7223664132478107, 0.010614060750366944, 0.7690423681698862, 0.7564885233085614, 0.5006854128916429, 0.5765960256511496, 0.23180525952504244, 0.3823835130062405, 0.8111988623819688, 0.44207124869853265, 0.7964646694413907, 0.7338930131114121, 0.35424802462991906, 0.8222559553495364, 0.4815794867862068, 0.03213153007484564, 0.20272917686163355, 0.41807824558646234, 0.48122830379965115, 0.5198194564322604, 0.49386986243960673, 0.9243895634485894, 0.43845602752270635, 0.3278879489409187, 0.15245435079242953, 0.5560030401960261, 0.15678561789257017, 0.7673889749487021, 0.47685096250757864, 0.3653163963898106, 0.7655461006094277, 0.002131375001033704, 0.6041781826818917, 0.9598174185861942, 0.40048818735853053, 0.18324403542675607, 0.6999768964753513, 0.39347557087250234, 0.860492717028495, 0.6527983423862892, 0.9910673152042191, 0.30977468382920836, 0.19970682578513718, 0.6471906454949488, 0.8734705079586683]"
binaria,"[False, False, True, False, False, True, True, True, False, False, False, False, False, False, False, False, True, False, False, True, True, False, False, False, True, True, False, True, False, False, False, True, False, True, True, True, True, False, False, True, False, True, True, False, True, False, False, False, False, False, True, False, True, False, False, False, True, False, True, False, False, True, False, True, True, False, False, True, False, True, True, True, False, False, True, True]"
