observacion,valor
k-folds,"[0.9512195121951219, 0.8780487804878049, 0.975609756097561, 0.926829268292683, 0.9523809523809523, 0.9761904761904762, 0.8809523809523809, 0.9761904761904762, 0.926829268292683, 0.8536585365853658]"
mean,0.9297909407665506
