observacion,valor
k-folds,"[0.9024390243902439, 0.8536585365853658, 0.975609756097561, 0.926829268292683, 0.8571428571428571, 0.9523809523809523, 0.8809523809523809, 0.9523809523809523, 0.8292682926829268, 0.8536585365853658]"
mean,0.8984320557491289
