observacion,valor
k-folds,"[0.0, 0.0, 0.0, 0.7560975609756098, 0.0, 0.6904761904761905, 0.6190476190476191, 0.6904761904761905, 0.6341463414634146, 0.6829268292682927]"
mean,0.40731707317073174
