class,metric,value
0,presicion,0.5625
1,presicion,0.9611819235225956
macro avg,presicion,0.7618409617612978
weighted avg,presicion,0.938241008370178
0,recall,0.34951456310679613
1,recall,0.983402489626556
macro avg,recall,0.666458526366676
weighted avg,recall,0.946927374301676
0,f1-score,0.4311377245508982
1,f1-score,0.9721652505127454
macro avg,f1-score,0.7016514875318218
weighted avg,f1-score,0.9410334990188515
