observacion,valor
k-folds,"[0.6341463414634146, 0.6097560975609756, 0.7560975609756098, 0.7073170731707317, 0.5714285714285714, 0.6428571428571429, 0.6190476190476191, 0.5952380952380952, 0.6585365853658537, 0.5365853658536586]"
mean,0.6331010452961673
