class,metric,value
0,presicion,0.9696969696969697
1,presicion,0.9958604376108812
macro avg,presicion,0.9827787036539255
weighted avg,presicion,0.9943549419711422
0,recall,0.9320388349514563
1,recall,0.998221695317131
macro avg,recall,0.9651302651342937
weighted avg,recall,0.994413407821229
0,f1-score,0.9504950495049505
1,f1-score,0.9970396684428656
macro avg,f1-score,0.973767358973908
weighted avg,f1-score,0.9943614026604046
