observacion,valor
k-folds,"[0.975609756097561, 0.8780487804878049, 0.975609756097561, 0.926829268292683, 0.9285714285714286, 0.9761904761904762, 0.8809523809523809, 0.9761904761904762, 0.9024390243902439, 0.8536585365853658]"
mean,0.9274099883855982
