class,metric,value
0,presicion,0.8037383177570093
1,presicion,0.98989898989899
macro avg,presicion,0.8968186538279996
weighted avg,presicion,0.9791869512226637
0,recall,0.8349514563106796
1,recall,0.9875518672199171
macro avg,recall,0.9112516617652984
weighted avg,recall,0.9787709497206704
0,f1-score,0.819047619047619
1,f1-score,0.9887240356083086
macro avg,f1-score,0.9038858273279637
weighted avg,f1-score,0.9789605323090063
