observacion,valor
k-folds,"[0.926829268292683, 0.8292682926829268, 0.9024390243902439, 0.8048780487804879, 0.9047619047619048, 0.8809523809523809, 0.8809523809523809, 0.9047619047619048, 0.8048780487804879, 0.8048780487804879]"
mean,0.8644599303135889
